Record,Spp #,Species,Length (mm),Weight (g),Length (in),Weight (lbs),Sex,Maturity,MM,DD,YYYY,Date,WaterBody,Section,Count,Notes,LOC_Name,LOC_Number,NetType,Position,Season,TimeSet,TimePulled,HoursSet,H2O Temp (F),H2O Temp (C),NetNumb,NetCount,Condition (Fulton's K),Condition Filtered,Strategy,Length (cm),100 mm Group
100218,29,PEA,273,175,10.75,0.39,,,5,17,2010,5/17/2010,,Rexford,1,,North of North Point Tobacco,9,2,,Spring,14:04,9:35,19.52,55.4,,7,1,86.01,TRUE,Mainstem,27,200
99425,29,PEA,252,110,9.92,0.24,,,5,17,2010,5/17/2010,Koocanusa,Rexford,1,,North Point Dodge,10,2,,Spring,15:03,11:07,20.07,55.4,,8,1,68.74,TRUE,Mainstem,25,200
99467,29,PEA,220,90,8.66,0.2,,,5,17,2010,5/17/2010,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,14:11,9:43,19.53,55.4,,9,1,84.52,TRUE,Mainstem,22,200
100165,29,PEA,206,68,8.11,0.15,,,5,17,2010,5/17/2010,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,13:53,9:28,19.58,55.4,,6,1,77.79,TRUE,Mainstem,20,200
99671,33,N PMN,530,1732,20.87,3.81,,,5,17,2010,5/17/2010,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,14:48,10:37,19.82,55.4,,12,1,116.34,TRUE,Mainstem,53,500
99746,33,N PMN,254,132,10,0.29,,,5,17,2010,5/17/2010,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,14:35,10:37,20.03,55.4,,13,1,80.55,TRUE,Mainstem,25,200
99816,29,PEA,275,179,10.83,0.39,,,5,17,2010,5/17/2010,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,14:55,10:45,19.83,55.4,,14,1,86.07,TRUE,Mainstem,27,200
99868,29,PEA,248,118,9.76,0.26,,,5,17,2010,5/17/2010,Koocanusa,Rexford,1,,South Black Lake,2,2,,Spring,15:14,11:20,20.1,55.4,,1,1,77.36,TRUE,Mainstem,24,200
99993,29,PEA,194,56,7.64,0.12,,,5,17,2010,5/17/2010,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,15:26,11:33,20.12,55.4,,3,1,76.7,TRUE,Mainstem,19,100
99529,29,PEA,187,53,7.36,0.12,,,5,17,2010,5/17/2010,Koocanusa,Rexford,1,,South Sophie,14,2,,Spring,14:11,9:43,19.53,55.4,,10,1,81.05,TRUE,Mainstem,18,100
100125,29,PEA,250,124,9.84,0.27,,,5,17,2010,5/17/2010,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,15:37,11:43,20.1,55.4,,5,1,79.36,TRUE,Mainstem,25,200
101974,29,PEA,222,84,8.74,0.19,,,5,16,2011,5/16/2011,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,14:43,9:24,18.68,48,,4,1,76.78,TRUE,Mainstem,22,200
101478,58,LS SU,234,123,9.21,0.27,,,5,16,2011,5/16/2011,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,15:25,10:15,18.83,48,,11,1,96,TRUE,Mainstem,23,200
101815,29,PEA,212,72,8.35,0.16,,,5,16,2011,5/16/2011,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,14:27,9:10,18.72,48,,2,1,75.57,TRUE,Mainstem,21,200
102214,29,PEA,213,78,8.39,0.17,,,5,16,2011,5/16/2011,Koocanusa,Rexford,1,,North of North Point Tobacco,9,2,,Spring,15:05,9:58,18.88,48,,7,1,80.72,TRUE,Mainstem,21,200
101271,29,PEA,300,232,11.81,0.51,,,5,16,2011,5/16/2011,Koocanusa,Rexford,1,,North Point Dodge,10,2,,Spring,16:00,10:47,18.78,48,,8,1,85.93,TRUE,Mainstem,30,300
101350,29,PEA,201,60,7.91,0.13,,,5,16,2011,5/16/2011,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,15:12,10:04,18.87,48,,9,1,73.89,TRUE,Mainstem,20,200
102153,29,PEA,297,219,11.69,0.48,,,5,16,2011,5/16/2011,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,14:57,9:36,18.65,48,,6,1,83.59,TRUE,Mainstem,29,200
101544,29,PEA,274,176,10.79,0.39,,,5,16,2011,5/16/2011,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,15:45,10:32,18.78,48,,12,1,85.56,TRUE,Mainstem,27,200
101608,29,PEA,212,74,8.35,0.16,,,5,16,2011,5/16/2011,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,15:36,10:23,18.78,48,,13,1,77.66,TRUE,Mainstem,21,200
101663,29,PEA,242,114,9.53,0.25,,,5,16,2011,5/16/2011,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,15:52,10:39,18.78,48,,14,1,80.44,TRUE,Mainstem,24,200
101726,29,PEA,287,251,11.3,0.55,,,5,16,2011,5/16/2011,Koocanusa,Rexford,1,,South Black Lake,2,2,,Spring,14:20,9:01,18.68,48,,1,1,106.18,TRUE,Mainstem,28,200
101903,29,PEA,215,68,8.46,0.15,,,5,16,2011,5/16/2011,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,14:37,9:18,18.68,48,,3,1,68.42,TRUE,Mainstem,21,200
101425,29,PEA,212,66,8.35,0.15,,,5,16,2011,5/16/2011,Koocanusa,Rexford,1,,South Sophie,14,2,,Spring,15:19,10:10,18.85,48,,10,1,69.27,TRUE,Mainstem,21,200
102046,58,LS SU,455,821,17.91,1.81,,,5,16,2011,5/16/2011,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,14:51,9:28,18.62,48,,5,1,87.16,TRUE,Mainstem,45,400
103124,29,PEA,255,157,10.04,0.35,,,5,14,2012,5/14/2012,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,16:57,10:54,17.95,60,,6,1,94.68,TRUE,Mainstem,25,200
103194,29,PEA,213,82,8.39,0.18,,,5,14,2012,5/14/2012,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,15:50,9:15,17.42,60,,15,1,84.85,TRUE,Mainstem,21,200
103248,58,LS SU,346,388,13.62,0.85,,,5,14,2012,5/14/2012,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,16:47,10:39,17.87,60,,3,1,93.67,TRUE,Mainstem,34,300
103678,29,PEA,207,68,8.15,0.15,,,5,14,2012,5/14/2012,Koocanusa,Rexford,1,,North of North Point Tobacco,9,2,,Spring,15:30,8:50,17.33,60,,9,1,76.67,TRUE,Mainstem,20,200
103326,29,PEA,293,226,11.54,0.5,,,5,14,2012,5/14/2012,Koocanusa,Rexford,1,,North Point Dodge,10,2,,Spring,16:30,10:07,17.62,60,,10,1,89.85,TRUE,Mainstem,29,200
103383,29,PEA,213,88,8.39,0.19,,,5,14,2012,5/14/2012,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,15:38,9:00,17.37,60,,13,1,91.06,TRUE,Mainstem,21,200
103459,58,LS SU,440,862,17.32,1.9,,,5,14,2012,5/14/2012,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,15:24,8:40,17.27,60,,8,1,101.19,TRUE,Mainstem,44,400
103532,29,PEA,215,72,8.46,0.16,,,5,14,2012,5/14/2012,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,16:14,9:50,17.6,60,,17,1,72.45,TRUE,Mainstem,21,200
103591,29,PEA,258,147,10.16,0.32,,,5,14,2012,5/14/2012,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,16:05,9:25,17.33,60,,18,1,85.6,TRUE,Mainstem,25,200
103739,29,PEA,245,112,9.65,0.25,,,5,14,2012,5/14/2012,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,16:23,10:00,17.62,60,,19,1,76.16,TRUE,Mainstem,24,200
103789,29,PEA,233,96,9.17,0.21,,,5,14,2012,5/14/2012,Koocanusa,Rexford,1,,South Black Lake,2,2,,Spring,16:42,10:39,17.95,60,,2,1,75.89,TRUE,Mainstem,23,200
103854,29,PEA,198,64,7.8,0.14,,,5,14,2012,5/14/2012,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,16:52,10:26,17.57,60,,5,1,82.45,TRUE,Mainstem,19,100
103919,29,PEA,180,54,7.09,0.12,,,5,14,2012,5/14/2012,Koocanusa,Rexford,1,,South Sophie,14,2,,Spring,15:44,9:07,17.38,60,,14,1,92.59,TRUE,Mainstem,18,100
104004,58,LS SU,445,895,17.52,1.97,,,5,14,2012,5/14/2012,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,17:02,10:16,17.23,60,,7,1,101.56,TRUE,Mainstem,44,400
104841,33,N PMN,484,1128,19.06,2.48,,,5,13,2013,5/13/2013,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,15:24,10:34,19.17,55,,6,1,99.49,TRUE,Mainstem,48,400
104957,1,RB,220,90,8.66,0.2,,immature,5,13,2013,5/13/2013,Koocanusa,Rexford,1,"immature, Genetics 13007",Mid Sophie,15,2,,Spring,14:15,11:18,21.05,55,,15,1,84.52,TRUE,Mainstem,22,200
104975,29,PEA,289,218,11.38,0.48,,,5,13,2013,5/13/2013,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,15:14,10:23,19.15,55,,3,1,90.32,TRUE,Mainstem,28,200
105027,29,PEA,190,54,7.48,0.12,,,5,13,2013,5/13/2013,Koocanusa,Rexford,1,,North of North Point Tobacco,9,2,,Spring,13:55,10:55,21,55,,9,1,78.73,TRUE,Mainstem,19,100
105107,29,PEA,298,240,11.73,0.53,,,5,13,2013,5/13/2013,Koocanusa,Rexford,1,,North Point Dodge,10,2,,Spring,14:55,9:48,18.88,55,,10,1,90.69,TRUE,Mainstem,29,200
105174,29,PEA,250,130,9.84,0.29,,,5,13,2013,5/13/2013,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,14:02,11:03,21.02,55,,13,1,83.2,TRUE,Mainstem,25,200
105270,29,PEA,269,156,10.59,0.34,,,5,13,2013,5/13/2013,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,13:48,10:00,20.2,55,,8,1,80.14,TRUE,Mainstem,26,200
105342,58,LS SU,448,838,17.64,1.85,,,5,13,2013,5/13/2013,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,14:40,9:34,18.9,55,,17,1,93.2,TRUE,Mainstem,44,400
105426,33,N PMN,358,446,14.09,0.98,,,5,13,2013,5/13/2013,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,14:25,9:25,19,55,,18,1,97.2,TRUE,Mainstem,35,300
105506,29,PEA,237,104,9.33,0.23,,,5,13,2013,5/13/2013,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,14:47,9:42,18.92,55,,19,1,78.12,TRUE,Mainstem,23,200
105567,33,N PMN,463,1062,18.23,2.34,,,5,13,2013,5/13/2013,Koocanusa,Rexford,1,,South Black Lake,2,2,,Spring,15:08,10:17,19.15,55,,2,1,107,TRUE,Mainstem,46,400
105641,29,PEA,290,228,11.42,0.5,,,5,13,2013,5/13/2013,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,15:19,10:29,19.17,55,,5,1,93.48,TRUE,Mainstem,29,200
105717,58,LS SU,385,538,15.16,1.19,,,5,13,2013,5/13/2013,Koocanusa,Rexford,1,,South Sophie,14,2,,Spring,16:08,11:11,19.05,55,,14,1,94.28,TRUE,Mainstem,38,300
105796,58,LS SU,453,886,17.83,1.95,,,5,13,2013,5/13/2013,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,15:28,10:40,19.2,55,,7,1,95.31,TRUE,Mainstem,45,400
106517,58,LS SU,480,1092,18.9,2.41,,,5,19,2014,5/19/2014,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,16:33,10:08,17.58,,,6,1,98.74,TRUE,Mainstem,48,400
106603,33,N PMN,504,1292,19.84,2.85,,,5,19,2014,5/19/2014,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,15:26,9:37,18.18,,,15,1,100.92,TRUE,Mainstem,50,500
106690,33,N PMN,393,588,15.47,1.3,,,5,19,2014,5/19/2014,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,16:23,11:13,18.83,,,3,1,96.87,TRUE,Mainstem,39,300
106763,58,LS SU,454,930,17.87,2.05,,,5,19,2014,5/19/2014,Koocanusa,Rexford,1,,North of North Point Tobacco,9,2,,Spring,15:00,9:14,18.23,,,9,1,99.38,TRUE,Mainstem,45,400
106855,58,LS SU,425,740,16.73,1.63,,,5,19,2014,5/19/2014,Koocanusa,Rexford,1,,North Point Dodge,10,2,,Spring,16:06,10:50,18.73,,,10,1,96.4,TRUE,Mainstem,42,400
106940,33,N PMN,476,1080,18.74,2.38,,,5,19,2014,5/19/2014,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,15:10,9:24,18.23,,,13,1,100.14,TRUE,Mainstem,47,400
107019,33,N PMN,438,817,17.24,1.8,,,5,19,2014,5/19/2014,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,14:55,9:07,18.2,,,8,1,97.23,TRUE,Mainstem,43,400
107093,58,LS SU,440,868,17.32,1.91,,,5,19,2014,5/19/2014,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,15:46,10:34,18.8,,,17,1,101.9,TRUE,Mainstem,44,400
107182,33,N PMN,432,675,17.01,1.49,,,5,19,2014,5/19/2014,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,15:37,9:45,18.13,,,18,1,83.72,TRUE,Mainstem,43,400
107275,29,PEA,283,182,11.14,0.4,,,5,19,2014,5/19/2014,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,15:55,10:42,18.78,,,19,1,80.3,TRUE,Mainstem,28,200
107338,29,PEA,205,66,8.07,0.15,,,5,19,2014,5/19/2014,Koocanusa,Rexford,1,,South Black Lake,2,2,,Spring,16:16,11:05,18.82,,,2,1,76.61,TRUE,Mainstem,20,200
107402,58,LS SU,422,769,16.61,1.69,,,5,19,2014,5/19/2014,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,16:28,10:21,17.88,,,5,1,102.33,TRUE,Mainstem,42,400
107483,58,LS SU,365,456,14.37,1,,,5,19,2014,5/19/2014,Koocanusa,Rexford,1,,South Sophie,14,2,,Spring,15:18,9:30,18.2,,,14,1,93.77,TRUE,Mainstem,36,300
107565,29,PEA,246,122,9.69,0.27,,,5,19,2014,5/19/2014,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,16:38,10:13,17.58,,,7,1,81.95,TRUE,Mainstem,24,200
108361,29,PEA,296,,11.65,,,,5,11,2015,5/11/2015,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,15:55,11:00,19.08,,54,6,1,,FALSE,Mainstem,29,200
108410,33,N PMN,491,1328,19.33,2.93,,,5,11,2015,5/11/2015,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,14:51,9:33,18.7,,54,15,1,112.19,TRUE,Mainstem,49,400
108490,33,N PMN,486,1467,19.13,3.23,,,5,11,2015,5/11/2015,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,15:43,10:39,18.93,,54,3,1,127.8,TRUE,Mainstem,48,400
108549,29,PEA,268,160,10.55,0.35,,immature,5,11,2015,5/11/2015,Koocanusa,Rexford,1,,North of North Point Tobacco,9,2,,Spring,14:27,9:13,18.77,,54,9,1,83.12,TRUE,Mainstem,26,200
108598,33,N PMN,422,855,16.61,1.88,,,5,11,2015,5/11/2015,Koocanusa,Rexford,1,,North Point Dodge,10,2,,Spring,15:27,10:18,18.85,,54,10,1,113.77,TRUE,Mainstem,42,400
108661,29,PEA,270,,10.63,,,,5,11,2015,5/11/2015,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,14:37,9:21,18.73,,54,13,1,,FALSE,Mainstem,27,200
108728,29,PEA,255,,10.04,,,,5,11,2015,5/11/2015,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,14:22,9:08,18.77,,54,8,1,,FALSE,Mainstem,25,200
108784,12,WCT,305,269,12.01,0.59,,,5,11,2015,5/11/2015,Koocanusa,Rexford,1,immature,North Point Young,17,2,,Spring,15:08,9:49,18.68,,54,17,1,94.81,TRUE,Mainstem,30,300
108841,33,N PMN,455,1103,17.91,2.43,,,5,11,2015,5/11/2015,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,15:00,9:41,18.68,,54,18,1,117.1,TRUE,Mainstem,45,400
108909,29,PEA,291,222,11.46,0.49,,,5,11,2015,5/11/2015,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,15:16,10:00,18.73,,54,19,1,90.09,TRUE,Mainstem,29,200
108976,29,PEA,261,128,10.28,0.28,,,5,11,2015,5/11/2015,Koocanusa,Rexford,1,,South Black Lake,2,2,,Spring,15:37,10:32,18.92,,54,2,1,71.99,TRUE,Mainstem,26,200
109032,58,LS SU,360,381,14.17,0.84,,,5,11,2015,5/11/2015,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,15:48,10:45,18.95,,54,5,1,81.66,TRUE,Mainstem,36,300
109100,29,PEA,262,151,10.31,0.33,,,5,11,2015,5/11/2015,Koocanusa,Rexford,1,,South Sophie,14,2,,Spring,14:43,9:26,18.72,,54,14,1,83.96,TRUE,Mainstem,26,200
109157,33,N PMN,320,289,12.6,0.64,,,5,11,2015,5/11/2015,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,16:08,11:13,19.08,,54,7,1,88.2,TRUE,Mainstem,32,300
109976,29,PEA,282,163,11.1,0.36,,,5,16,2016,5/16/2016,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,15:22,10:34,19.2,59,,6,1,72.68,TRUE,Mainstem,28,200
110024,29,PEA,185,44,7.28,0.1,,,5,16,2016,5/16/2016,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,14:23,9:13,18.83,59,,15,1,69.49,TRUE,Mainstem,18,100
110114,33,N PMN,448,1007,17.64,2.22,,,5,16,2016,5/16/2016,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,15:12,10:20,19.13,59,,3,1,111.99,TRUE,Mainstem,44,400
110193,33,N PMN,292,223,11.5,0.49,,,5,16,2016,5/16/2016,Koocanusa,Rexford,1,,North of North Point Tobacco,9,2,,Spring,14:01,8:51,18.83,59,,9,1,89.57,TRUE,Mainstem,29,200
110280,33,N PMN,558,1962,21.97,4.32,,,5,16,2016,5/16/2016,Koocanusa,Rexford,1,,North Point Dodge,10,2,,Spring,14:55,10:00,19.08,59,,10,1,112.93,TRUE,Mainstem,55,500
110335,29,PEA,230,98,9.06,0.22,,,5,16,2016,5/16/2016,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,14:10,9:00,18.83,59,,13,1,80.55,TRUE,Mainstem,23,200
110397,29,PEA,261,157,10.28,0.35,,,5,16,2016,5/16/2016,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,13:52,8:44,18.87,59,,8,1,88.3,TRUE,Mainstem,26,200
110449,29,PEA,261,132,10.28,0.29,,,5,16,2016,5/16/2016,Koocanusa,Rexford,1,weight may be low,North Point Young,17,2,,Spring,14:41,9:30,18.82,59,,17,1,74.24,TRUE,Mainstem,26,200
110519,58,LS SU,441,932,17.36,2.05,,,5,16,2016,5/16/2016,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,14:31,9:23,18.87,59,,18,1,108.67,TRUE,Mainstem,44,400
110606,29,PEA,185,25,7.28,0.06,,,5,16,2016,5/16/2016,Koocanusa,Rexford,1,weight may be low,Sandhill,19,2,,Spring,14:48,9:36,18.8,59,,19,1,39.48,FALSE,Mainstem,18,100
110672,58,LS SU,437,1013,17.2,2.23,,,5,16,2016,5/16/2016,Koocanusa,Rexford,1,,South Black Lake,2,2,,Spring,15:05,10:13,19.13,59,,2,1,121.39,TRUE,Mainstem,43,400
110734,33,N PMN,406,663,15.98,1.46,,,5,16,2016,5/16/2016,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,15:16,10:28,19.2,59,,5,1,99.07,TRUE,Mainstem,40,400
110812,29,PEA,301,244,11.85,0.54,,,5,16,2016,5/16/2016,Koocanusa,Rexford,1,,South Sophie,14,2,,Spring,14:15,9:05,18.83,59,,14,1,89.47,TRUE,Mainstem,30,300
110869,29,PEA,190,58,7.48,0.13,,,5,16,2016,5/16/2016,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,15:27,10:39,19.2,59,,7,1,84.56,TRUE,Mainstem,19,100
111680,29,PEA,186,66,7.32,0.15,,,5,16,2017,5/16/2017,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,16:02,9:06,17.07,52.1,,6,1,102.57,TRUE,Mainstem,18,100
111726,29,PEA,290,202,11.42,0.44,,,5,16,2017,5/16/2017,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,15:05,10:33,19.47,52.1,,15,1,82.82,TRUE,Mainstem,29,200
111799,29,PEA,255,134,10.04,0.3,,,5,16,2017,5/16/2017,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,15:51,9:30,17.65,52.1,,3,1,80.81,TRUE,Mainstem,25,200
111847,29,PEA,220,96,8.66,0.21,,,5,16,2017,5/16/2017,Koocanusa,Rexford,1,,North of North Point Tobacco,9,2,,Spring,14:42,8:33,17.85,52.1,,9,1,90.16,TRUE,Mainstem,22,200
111905,33,N PMN,412,662,16.22,1.46,,,5,16,2017,5/16/2017,Koocanusa,Rexford,1,,North Point Dodge,10,2,,Spring,15:33,9:54,18.35,52.1,,10,1,94.66,TRUE,Mainstem,41,400
111968,58,LS SU,312,285,12.28,0.63,,,5,16,2017,5/16/2017,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,14:53,10:19,19.43,52.1,,13,1,93.84,TRUE,Mainstem,31,300
112029,29,PEA,220,86,8.66,0.19,,,5,16,2017,5/16/2017,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,14:30,8:47,18.28,52.1,,8,1,80.77,TRUE,Mainstem,22,200
112096,58,LS SU,450,818,17.72,1.8,,,5,16,2017,5/16/2017,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,15:20,10:50,19.5,52.1,,17,1,89.77,TRUE,Mainstem,45,400
112174,58,LS SU,429,828,16.89,1.82,,,5,16,2017,5/16/2017,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,15:12,10:43,19.52,52.1,,18,1,104.87,TRUE,Mainstem,42,400
112266,58,LS SU,451,912,17.76,2.01,,,5,16,2017,5/16/2017,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,15:25,10:57,19.53,52.1,,19,1,99.42,TRUE,Mainstem,45,400
112343,58,LS SU,334,362,13.15,0.8,,,5,16,2017,5/16/2017,Koocanusa,Rexford,1,,South Black Lake,2,2,,Spring,15:44,9:40,17.93,52.1,,2,1,97.16,TRUE,Mainstem,33,300
112411,29,PEA,209,68,8.23,0.15,,,5,16,2017,5/16/2017,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,15:54,9:24,17.5,52.1,,5,1,74.49,TRUE,Mainstem,20,200
112459,58,LS SU,424,825,16.69,1.82,,,5,16,2017,5/16/2017,Koocanusa,Rexford,1,,South Sophie,14,2,,Spring,15:00,10:27,19.45,52.1,,14,1,108.23,TRUE,Mainstem,42,400
112517,29,PEA,263,150,10.35,0.33,,,5,16,2017,5/16/2017,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,14:06,9:01,18.92,52.1,,7,1,82.46,TRUE,Mainstem,26,200
113293,29,PEA,,,,,,,5,7,2018,7-May-18,Koocanusa,Rexford,59,,Far South Tobacco,6,2,,Spring,16:20,11:12,18.87,56.1,,6,1,0,FALSE,Mainstem,,
113363,56,LN SU,377,506,14.84,1.11,,,5,7,2018,7-May-18,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,15:21,9:30,18.15,56.1,,15,1,94.43,TRUE,Mainstem,37,300
113439,29,PEA,,,,,,,5,7,2018,7-May-18,Koocanusa,Rexford,26,,North Black Lake,3,2,,Spring,16:09,11:00,18.85,56.1,,3,1,0,FALSE,Mainstem,,
113541,5,BULL,660,,25.98,,,,5,7,2018,7-May-18,Koocanusa,Rexford,1,live release,North of North Point Tobacco,9,2,,Spring,16:58,10:19,17.35,56.1,,9,1,0,FALSE,Mainstem,66,600
113638,20,YP,159,38,6.26,0.08,,,5,7,2018,7-May-18,Koocanusa,Rexford,1,,North Point Dodge,10,2,,Spring,15:50,10:27,18.62,56.1,,10,1,94.53,TRUE,Mainstem,15,100
113715,56,LN SU,369,508,14.53,1.12,,,5,7,2018,7-May-18,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,15:08,9:15,18.12,56.1,,13,1,101.11,TRUE,Mainstem,36,300
113825,5,BULL,686,,27.01,,,,5,7,2018,7-May-18,Koocanusa,Rexford,1,live release,North Point Tobacco,8,2,,Spring,14:54,10:10,19.27,56.1,,8,1,0,FALSE,Mainstem,68,600
113901,12,WCT,355,388,13.98,0.85,Male,,5,7,2018,7-May-18,Koocanusa,Rexford,1,mature,North Point Young,17,2,,Spring,15:39,9:47,18.13,56.1,,17,1,86.73,TRUE,Mainstem,35,300
113989,1,RB,621,2274,24.45,5.01,Male,,5,7,2018,7-May-18,Koocanusa,Rexford,1,spent,North Sophie,18,2,,Spring,15:28,9:40,18.2,56.1,,18,1,94.95,TRUE,Mainstem,62,600
114077,8,KOK,225,87,8.86,0.19,Male,,5,7,2018,7-May-18,Koocanusa,Rexford,1,mature,Sandhill,19,2,,Spring,15:11,9:54,18.72,56.1,,19,1,76.38,TRUE,Mainstem,22,200
114133,29,PEA,202,68,7.95,0.15,,,5,7,2018,7-May-18,Koocanusa,Rexford,1,,South Black Lake,2,2,,Spring,16:00,10:55,18.92,56.1,,2,1,82.5,TRUE,Mainstem,20,200
114215,33,N PMN,235,106,9.25,0.23,,,5,7,2018,7-May-18,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,16:14,11:05,18.85,56.1,,5,1,81.68,TRUE,Mainstem,23,200
114298,5,BULL,660,,25.98,,,,5,7,2018,7-May-18,Koocanusa,Rexford,1,live release,South Sophie,14,2,,Spring,15:13,9:25,18.2,56.1,,14,1,0,FALSE,Mainstem,66,600
114358,29,PEA,,,,,,,5,7,2018,7-May-18,Koocanusa,Rexford,58,,South Tobacco,7,2,,Spring,16:25,10:34,18.15,56.1,,7,1,0,FALSE,Mainstem,,
116266,58,LS SU,460,916,18.11,2.02,,,5,14,2019,14-May-19,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,15:05,11:12,20.12,60,,6,1,94.11,TRUE,Mainstem,46,400
115617,33,N PMN,475,1156,18.7,2.55,,,5,14,2019,14-May-19,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,14:06,9:11,19.08,60,,15,1,107.86,TRUE,Mainstem,47,400
115993,33,N PMN,495,1027,19.49,2.26,,,5,14,2019,14-May-19,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,14:53,10:58,20.08,60,,3,1,84.67,TRUE,Mainstem,49,400
116335,33,N PMN,439,924,17.28,2.04,,,5,14,2019,14-May-19,Koocanusa,Rexford,1,,North of North Point Tobacco,9,2,,Spring,13:46,8:39,18.88,60,,9,1,109.21,TRUE,Mainstem,43,400
115698,58,LS SU,446,784,17.56,1.73,,,5,14,2019,14-May-19,Koocanusa,Rexford,1,,North Point Dodge,10,2,,Spring,14:38,10:13,19.58,60,,10,1,88.37,TRUE,Mainstem,44,400
